id,entrance_exam,exit_exam,tutoring
957,76.4,59.2,FALSE
958,87.5,79.2,FALSE
959,91.5,76.1,FALSE
960,61.1,57.5,TRUE
961,64.7,68.3,TRUE
962,85.9,67.4,FALSE
963,48.2,54.8,TRUE
964,80.8,71.8,FALSE
965,82.2,66.6,FALSE
966,90.2,75.1,FALSE
967,78.2,58.4,FALSE
968,80,62.3,FALSE
969,76.6,72.7,FALSE
970,69.4,72.1,TRUE
971,58.5,68.6,TRUE
972,71.8,65.7,FALSE
973,56.2,63.1,TRUE
974,54.2,73.3,TRUE
975,83.3,62.7,FALSE
976,66.7,80,TRUE
977,91.7,77.3,FALSE
978,90.2,67.1,FALSE
979,72.8,65,FALSE
980,84.3,67.3,FALSE
981,95.9,61.9,FALSE
982,58.5,52.7,TRUE
983,89,56.5,FALSE
984,70.6,64,FALSE
985,70.1,50.2,FALSE
986,40.7,55,TRUE
987,74.3,59.4,FALSE
988,64.5,61.5,TRUE
989,83.9,63.8,FALSE
990,95.5,69.6,FALSE
991,75.3,66,FALSE
992,93.9,71.1,FALSE
993,78.8,71.8,FALSE
994,76.1,58.9,FALSE
995,83.1,63.1,FALSE
996,43.7,65.3,TRUE
997,39.2,53.6,TRUE
998,90.3,76.7,FALSE
999,62.2,69.3,TRUE
1000,83.5,61.1,FALSE
