id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
485,250.48,No barrel,0,19375,No home garden,0,2,71.8
486,230.5,Barrel,1,28103,No home garden,0,4,77.8
487,130.87,Barrel,1,15588,Home garden,1,8,62.8
488,197.92,Barrel,1,25928,No home garden,0,5,72.5
489,192.44,Barrel,1,31002,No home garden,0,4,63.6
490,222.21,No barrel,0,8360,No home garden,0,4,73.2
491,242.42,No barrel,0,20315,No home garden,0,7,72.3
492,165.82,Barrel,1,21202,Home garden,1,9,66.2
493,162.3,Barrel,1,17548,No home garden,0,6,64.4
494,281.39,No barrel,0,21082,No home garden,0,2,75.9
495,222.26,Barrel,1,25648,No home garden,0,5,72.7
496,260.23,No barrel,0,36297,Home garden,1,5,65.7
497,225.02,Barrel,1,20363,No home garden,0,7,83.5
498,255.21,Barrel,1,38665,Home garden,1,9,73.3
499,252,No barrel,0,29073,No home garden,0,4,68.5
500,213.46,No barrel,0,16948,No home garden,0,4,64.1
501,185.78,Barrel,1,11350,No home garden,0,7,71.5
502,211.48,Barrel,1,21838,No home garden,0,3,71.8
503,140.64,Barrel,1,14400,No home garden,0,6,71.6
504,229.04,Barrel,1,22570,No home garden,0,5,76.1
505,215.64,No barrel,0,14717,No home garden,0,7,72.8
506,208.27,No barrel,0,12366,No home garden,0,8,73.4
507,196.47,Barrel,1,31872,Home garden,1,8,67.5
508,170.93,Barrel,1,13083,No home garden,0,8,69.6
509,161.97,No barrel,0,10577,No home garden,0,5,57.6
510,177.71,Barrel,1,27595,Home garden,1,7,65.7
511,263.34,No barrel,0,25056,No home garden,0,3,71.1
512,242.93,No barrel,0,19805,No home garden,0,7,73
513,221.4,No barrel,0,21849,Home garden,1,8,73.5
514,208.71,No barrel,0,18702,No home garden,0,4,54.5
515,204.4,Barrel,1,16773,No home garden,0,3,80.1
516,159.09,Barrel,1,9143,No home garden,0,6,65.8
517,184.87,No barrel,0,11769,No home garden,0,5,60.8
518,261.9,No barrel,0,32678,No home garden,0,5,67.3
519,205.9,No barrel,0,4896,No home garden,0,3,69.8
520,283.81,No barrel,0,20312,No home garden,0,1,75.3
521,178.84,Barrel,1,11744,No home garden,0,2,69.1
522,266.83,No barrel,0,15112,No home garden,0,5,71.9
523,211.29,Barrel,1,16830,No home garden,0,3,77.3
524,236.59,No barrel,0,21597,Home garden,1,8,77.8
525,206.59,No barrel,0,22765,No home garden,0,5,58.2
526,266.59,Barrel,1,30844,No home garden,0,4,71.6
527,174.59,Barrel,1,22372,Home garden,1,10,74.3
528,209.45,No barrel,0,23827,No home garden,0,5,66.3
529,224.17,No barrel,0,6480,No home garden,0,4,68.8
530,225.07,No barrel,0,19272,No home garden,0,6,70.8
531,215.91,Barrel,1,29946,No home garden,0,3,74.4
532,212.97,Barrel,1,29853,Home garden,1,6,70.5
533,237.26,No barrel,0,15135,No home garden,0,6,65.4
534,187.34,Barrel,1,26229,No home garden,0,6,66.9
535,225.12,No barrel,0,32483,Home garden,1,7,64.6
536,252.31,No barrel,0,32054,Home garden,1,7,73.9
537,198.81,No barrel,0,20563,No home garden,0,6,63.4
538,154.7,Barrel,1,16656,Home garden,1,9,68.2
539,193.04,No barrel,0,13443,No home garden,0,7,62.9
540,245.39,Barrel,1,38758,Home garden,1,6,73.5
541,198.2,No barrel,0,9706,No home garden,0,7,69.9
542,218.2,Barrel,1,39542,Home garden,1,6,68.8
543,226.53,Barrel,1,16232,No home garden,0,5,72
544,183.85,Barrel,1,23404,Home garden,1,9,72.2
545,190.54,No barrel,0,6954,No home garden,0,3,64.5
546,253.05,Barrel,1,22107,No home garden,0,6,82
547,258.08,Barrel,1,34709,No home garden,0,4,72.6
548,150.32,Barrel,1,8007,No home garden,0,6,74.4
549,245.59,No barrel,0,14777,No home garden,0,8,75.9
550,165.61,Barrel,1,8348,No home garden,0,2,70.8
551,211.37,No barrel,0,21492,No home garden,0,5,69.7
552,175.35,No barrel,0,12530,No home garden,0,8,64.2
553,192.34,Barrel,1,23909,Home garden,1,9,63.5
554,197.32,No barrel,0,7354,No home garden,0,2,66
555,217,Barrel,1,27392,No home garden,0,3,71.4
556,140.64,Barrel,1,12815,No home garden,0,7,66.6
557,174.55,Barrel,1,14647,No home garden,0,7,73.4
558,222.5,No barrel,0,19455,No home garden,0,3,73.7
559,180.56,Barrel,1,14579,No home garden,0,5,72.2
560,222.7,No barrel,0,14416,No home garden,0,8,74
561,203.54,Barrel,1,10302,No home garden,0,7,76.1
562,155.47,Barrel,1,18296,No home garden,0,7,68.4
563,263.2,Barrel,1,33552,No home garden,0,3,70.6
564,164.08,Barrel,1,21413,No home garden,0,3,64.8
565,211.36,No barrel,0,30759,Home garden,1,7,63.9
566,180.59,Barrel,1,34082,Home garden,1,10,65.5
567,213.05,Barrel,1,27121,No home garden,0,5,70.5
568,168.35,No barrel,0,15692,No home garden,0,7,64.5
569,212.53,No barrel,0,19092,No home garden,0,5,68
570,229.46,Barrel,1,27562,Home garden,1,8,70.7
571,213.08,Barrel,1,22329,No home garden,0,5,78.3
572,226,Barrel,1,27472,No home garden,0,3,84.2
573,236.8,No barrel,0,22427,No home garden,0,4,67.4
574,195.56,No barrel,0,7057,No home garden,0,6,75.8
575,197.6,Barrel,1,28142,No home garden,0,5,75.2
576,224.9,No barrel,0,15252,No home garden,0,7,69
577,257.73,No barrel,0,23436,No home garden,0,4,72.3
578,225.46,Barrel,1,16473,No home garden,0,4,79
579,240.2,No barrel,0,13721,No home garden,0,2,73.6
580,120.28,Barrel,1,11138,No home garden,0,7,62.3
581,167.21,Barrel,1,14073,No home garden,0,5,66.1
582,237.93,No barrel,0,24238,No home garden,0,4,71.6
583,226.52,No barrel,0,21808,Home garden,1,7,60.2
584,205.41,No barrel,0,13758,No home garden,0,5,60.8
585,273.88,No barrel,0,29175,No home garden,0,4,69.7
586,223.22,No barrel,0,17458,No home garden,0,8,70.4
587,198.19,Barrel,1,15247,No home garden,0,2,77.9
588,146.64,Barrel,1,10960,No home garden,0,7,70.2
589,293.19,No barrel,0,33810,Home garden,1,6,74.2
590,213.35,Barrel,1,13565,No home garden,0,7,76
591,280.41,No barrel,0,22785,No home garden,0,1,82.1
592,195.31,Barrel,1,24474,No home garden,0,6,69.4
593,227.33,No barrel,0,18669,Home garden,1,9,69.1
594,196.33,Barrel,1,27232,Home garden,1,8,69.9
595,189.96,Barrel,1,15372,Home garden,1,9,71.3
596,224.11,No barrel,0,25845,No home garden,0,4,66.7
597,222.38,No barrel,0,24886,No home garden,0,1,64.5
598,228.31,Barrel,1,18693,No home garden,0,3,74.6
599,197.8,No barrel,0,14287,No home garden,0,5,64
600,216.34,Barrel,1,36451,Home garden,1,9,74.4
601,218.23,No barrel,0,15306,No home garden,0,7,72
602,194.71,Barrel,1,22824,Home garden,1,8,72.1
603,246.71,No barrel,0,26687,No home garden,0,3,73.9
604,257.87,No barrel,0,16737,No home garden,0,4,75.4
605,195.02,No barrel,0,14883,No home garden,0,8,67.5
606,269.92,No barrel,0,29009,No home garden,0,3,67.8
607,167.5,Barrel,1,13943,No home garden,0,6,63.5
608,173.21,No barrel,0,9979,No home garden,0,6,58.6
609,225.84,No barrel,0,26204,No home garden,0,2,61.8
610,209.97,Barrel,1,19388,No home garden,0,5,75.4
611,242.14,No barrel,0,17422,No home garden,0,2,70.2
612,179.25,Barrel,1,33664,Home garden,1,7,62.4
613,244.03,No barrel,0,10897,No home garden,0,2,77.2
614,249.77,No barrel,0,24942,No home garden,0,3,71.7
615,219.91,Barrel,1,29429,No home garden,0,5,70.9
616,206.13,No barrel,0,8666,No home garden,0,2,65
617,216.16,Barrel,1,26188,Home garden,1,8,71.8
618,223.26,No barrel,0,19414,No home garden,0,6,66.9
619,274.67,No barrel,0,27133,Home garden,1,8,73.2
620,232.94,No barrel,0,25427,No home garden,0,3,61.1
621,247.47,No barrel,0,28180,Home garden,1,7,73.8
622,205.89,No barrel,0,10410,No home garden,0,2,67.1
623,211.8,Barrel,1,25308,No home garden,0,5,80.7
624,230.7,No barrel,0,20076,No home garden,0,6,74
625,205.17,Barrel,1,20878,No home garden,0,7,72.8
626,255.14,No barrel,0,32673,Home garden,1,7,73.7
627,190.12,No barrel,0,8868,No home garden,0,3,71.5
628,173.93,Barrel,1,11347,No home garden,0,3,66
629,197.74,Barrel,1,25669,No home garden,0,6,73
630,216.99,No barrel,0,20334,No home garden,0,7,73.8
631,194.53,Barrel,1,17573,No home garden,0,4,73.6
632,163.39,No barrel,0,10404,No home garden,0,4,64.3
633,234.34,No barrel,0,16954,No home garden,0,2,74.1
634,234.39,No barrel,0,23877,No home garden,0,2,70.4
635,289.35,No barrel,0,35562,No home garden,0,4,74.1
636,105.78,Barrel,1,2927,No home garden,0,5,65.1
637,177.02,No barrel,0,16845,No home garden,0,6,67.6
638,213.58,Barrel,1,27645,No home garden,0,4,72.1
639,271.04,No barrel,0,24383,No home garden,0,1,67.8
640,220.51,No barrel,0,22018,No home garden,0,7,71.2
641,223.73,No barrel,0,22657,No home garden,0,5,69.8
642,204.07,No barrel,0,13490,No home garden,0,4,63.8
643,233.91,No barrel,0,24820,No home garden,0,3,70.8
644,191.42,Barrel,1,25013,No home garden,0,5,68.7
645,222.79,Barrel,1,21438,No home garden,0,6,75.5
646,207.58,No barrel,0,15381,No home garden,0,3,62.4
647,218.19,No barrel,0,19733,No home garden,0,8,68.3
648,150.19,Barrel,1,15734,No home garden,0,6,67.6
649,217.89,No barrel,0,24623,No home garden,0,6,63.2
650,184.54,Barrel,1,20802,No home garden,0,5,66.5
651,248.83,No barrel,0,36081,Home garden,1,5,67.1
652,210.94,Barrel,1,19994,No home garden,0,1,73.5
653,154.2,Barrel,1,17522,No home garden,0,7,64.1
654,178.6,Barrel,1,10455,No home garden,0,4,76.7
655,205.62,No barrel,0,24607,No home garden,0,4,62.3
656,231.19,No barrel,0,28485,No home garden,0,4,61.8
657,280.83,No barrel,0,27098,Home garden,1,6,78.2
658,227.73,No barrel,0,26220,No home garden,0,3,67.5
659,186.61,Barrel,1,21691,No home garden,0,7,72.5
660,182.23,Barrel,1,19442,No home garden,0,6,73.2
661,261.55,No barrel,0,27580,No home garden,0,4,69.9
662,182.72,Barrel,1,12406,No home garden,0,6,69.1
663,245.41,No barrel,0,14855,No home garden,0,6,75.5
664,242.45,Barrel,1,38738,Home garden,1,7,77.8
665,179.35,No barrel,0,15415,No home garden,0,7,69.9
666,219.94,No barrel,0,22499,No home garden,0,4,64.9
667,135.34,Barrel,1,7488,No home garden,0,8,67.7
668,189.82,No barrel,0,8185,No home garden,0,4,64.8
669,244.04,No barrel,0,17869,No home garden,0,4,67.5
670,196.99,Barrel,1,22447,No home garden,0,5,70.6
671,233.74,No barrel,0,35925,Home garden,1,7,66
672,169.4,Barrel,1,21600,Home garden,1,7,61.5
673,236.23,No barrel,0,27383,No home garden,0,4,68.5
674,252.12,No barrel,0,31943,No home garden,0,2,63.8
675,229.5,Barrel,1,29069,No home garden,0,4,72.6
676,221.6,No barrel,0,25368,No home garden,0,6,75.1
677,192.15,Barrel,1,7620,No home garden,0,7,76.7
678,186.31,Barrel,1,11559,No home garden,0,3,65.7
679,225.33,No barrel,0,20156,No home garden,0,6,71.6
680,212.5,Barrel,1,26454,No home garden,0,4,67.3
681,231.95,No barrel,0,18157,No home garden,0,6,68.8
682,260.52,No barrel,0,21887,No home garden,0,5,70.6
683,219.13,Barrel,1,21341,No home garden,0,3,72.4
684,206.43,No barrel,0,15732,Home garden,1,8,67.5
685,191.73,Barrel,1,21104,No home garden,0,4,70.3
686,234.46,No barrel,0,18120,No home garden,0,3,68.3
687,188.34,Barrel,1,34938,Home garden,1,6,66.5
688,209.42,Barrel,1,25992,No home garden,0,3,75.6
689,251.91,No barrel,0,27438,No home garden,0,5,70.9
690,209.7,No barrel,0,22823,No home garden,0,5,60.2
691,196.87,Barrel,1,26064,No home garden,0,4,61.8
692,174.26,No barrel,0,549,No home garden,0,8,69.5
693,190.47,No barrel,0,15361,No home garden,0,5,66.8
694,224.13,No barrel,0,24124,No home garden,0,4,66.6
695,236.64,No barrel,0,21801,No home garden,0,3,71.8
696,227.8,Barrel,1,37408,Home garden,1,6,74.8
697,225.21,No barrel,0,23658,No home garden,0,6,69.9
698,165.08,Barrel,1,18233,No home garden,0,7,71.8
699,225.5,No barrel,0,28641,Home garden,1,7,65.7
700,187.45,Barrel,1,24152,No home garden,0,2,70.7
701,261.75,No barrel,0,26698,No home garden,0,5,63.6
702,191.6,No barrel,0,16131,No home garden,0,5,63.8
703,242.54,No barrel,0,8616,No home garden,0,4,68.3
704,198.39,No barrel,0,11635,No home garden,0,8,70.7
705,215.55,No barrel,0,18597,No home garden,0,6,66.2
706,133.24,Barrel,1,16236,Home garden,1,8,71.4
707,198.61,No barrel,0,29860,No home garden,0,5,61.1
708,210.97,No barrel,0,12764,No home garden,0,2,70.1
709,218.11,Barrel,1,28313,No home garden,0,5,74.5
710,184.82,Barrel,1,16386,No home garden,0,4,75.2
711,210.96,No barrel,0,22392,No home garden,0,6,65.6
712,146.96,Barrel,1,15721,No home garden,0,5,66.6
713,186.21,Barrel,1,16324,No home garden,0,4,75
714,197.4,Barrel,1,24018,No home garden,0,6,77
715,234.15,No barrel,0,22116,No home garden,0,2,70.9
716,277.87,No barrel,0,25170,No home garden,0,5,73.1
717,238.9,No barrel,0,14256,No home garden,0,3,69.1
718,200.69,No barrel,0,12241,No home garden,0,2,64.7
719,232.64,Barrel,1,16959,No home garden,0,1,75
720,172.66,No barrel,0,8628,No home garden,0,8,68.9
721,215.56,Barrel,1,23062,No home garden,0,4,70.3
722,223.53,Barrel,1,28742,Home garden,1,9,77.7
723,221.67,Barrel,1,30654,No home garden,0,4,69.4
724,221.08,Barrel,1,22132,No home garden,0,7,78.7
725,189.98,No barrel,0,6524,No home garden,0,7,67.8
726,170.77,Barrel,1,17930,No home garden,0,6,64
727,180.23,No barrel,0,10092,No home garden,0,7,71.2
728,206.15,Barrel,1,21178,Home garden,1,9,72.8
729,235.27,No barrel,0,20696,Home garden,1,9,69.2
730,188.48,Barrel,1,22093,No home garden,0,5,71.3
731,197.21,Barrel,1,13794,No home garden,0,1,74.5
732,213.48,No barrel,0,23055,No home garden,0,6,70.6
733,210.07,No barrel,0,15432,No home garden,0,5,68.5
734,183.96,Barrel,1,18970,Home garden,1,9,75.4
735,201.61,No barrel,0,11226,No home garden,0,3,72.4
736,140.2,Barrel,1,2196,No home garden,0,7,73.8
737,210.8,No barrel,0,25515,No home garden,0,5,68
738,220,Barrel,1,32849,No home garden,0,2,72.6
739,219.99,Barrel,1,22298,No home garden,0,5,73.3
740,169.23,Barrel,1,14141,No home garden,0,5,66.1
741,166.39,No barrel,0,2268,No home garden,0,8,66.4
742,220.68,No barrel,0,24530,Home garden,1,9,62.7
743,263.14,No barrel,0,23996,No home garden,0,5,70.4
744,181.51,Barrel,1,8212,No home garden,0,6,80.5
745,189.41,Barrel,1,20135,Home garden,1,8,74.6
746,218.85,No barrel,0,19855,No home garden,0,5,67.8
747,202.21,No barrel,0,16480,No home garden,0,8,66.8
748,216.55,No barrel,0,17797,No home garden,0,6,65
749,254.94,No barrel,0,16245,No home garden,0,3,70.4
750,146.36,Barrel,1,3529,No home garden,0,4,73.3
751,224.02,No barrel,0,15371,No home garden,0,1,70.2
752,223.21,No barrel,0,19178,Home garden,1,8,76.2
753,236.81,Barrel,1,27137,No home garden,0,5,77.9
754,193.61,Barrel,1,26178,No home garden,0,6,63.5
755,156.52,Barrel,1,3828,No home garden,0,8,75.3
756,227.36,No barrel,0,19288,Home garden,1,9,73.4
757,205.44,No barrel,0,13130,No home garden,0,3,69.2
758,180.15,Barrel,1,16319,No home garden,0,4,68.9
759,236.68,No barrel,0,15926,No home garden,0,3,73.2
760,256.78,No barrel,0,12326,No home garden,0,4,73.3
761,252.18,No barrel,0,29719,No home garden,0,5,63.7
762,193.8,No barrel,0,11896,No home garden,0,7,63.5
763,237.37,No barrel,0,26218,No home garden,0,3,67.7
764,218.11,No barrel,0,10377,No home garden,0,5,72.3
765,240.98,No barrel,0,25653,No home garden,0,4,70.6
766,266.25,No barrel,0,35489,Home garden,1,6,67.2
767,131.04,Barrel,1,14360,No home garden,0,5,57.5
768,253.91,No barrel,0,24151,No home garden,0,3,63.5
769,264.42,No barrel,0,14933,No home garden,0,4,80.9
770,255.59,Barrel,1,33609,Home garden,1,6,81.4
771,255.52,No barrel,0,14086,No home garden,0,6,76
772,227.16,No barrel,0,25814,Home garden,1,9,70.6
773,144.56,Barrel,1,3289,No home garden,0,5,69.4
774,265.35,No barrel,0,17809,No home garden,0,2,76.5
775,161.33,Barrel,1,11130,No home garden,0,8,78.1
776,225.57,No barrel,0,21940,No home garden,0,4,58.7
777,235.05,No barrel,0,18608,No home garden,0,5,65.9
778,221.22,Barrel,1,30507,Home garden,1,6,71.6
779,229.29,No barrel,0,29773,Home garden,1,9,66.5
780,185.62,No barrel,0,5527,No home garden,0,8,70.6
781,164.76,Barrel,1,13841,No home garden,0,6,67.1
782,234.07,No barrel,0,21441,No home garden,0,6,72.1
783,259.17,Barrel,1,35246,Home garden,1,5,77
784,249.75,No barrel,0,29818,No home garden,0,5,71.6
785,189.67,Barrel,1,16193,No home garden,0,8,74.8
786,219.24,Barrel,1,27051,No home garden,0,4,73.6
787,239.79,Barrel,1,31655,No home garden,0,4,71.9
788,227.43,No barrel,0,8374,No home garden,0,3,68.6
789,259.88,No barrel,0,30400,Home garden,1,8,70.6
790,265.19,No barrel,0,24938,No home garden,0,3,74
791,193.24,Barrel,1,10882,No home garden,0,6,68.7
792,185.77,Barrel,1,24914,No home garden,0,5,77.2
793,203.59,No barrel,0,8918,No home garden,0,3,70
794,262.42,No barrel,0,35741,Home garden,1,7,66.6
795,191.32,Barrel,1,20410,No home garden,0,3,71.7
796,250.46,No barrel,0,32639,No home garden,0,3,62.2
797,234.39,Barrel,1,21733,No home garden,0,3,78.6
798,170.64,Barrel,1,24565,Home garden,1,9,65.2
799,191.93,No barrel,0,7661,No home garden,0,9,67.1
800,156.85,Barrel,1,3633,No home garden,0,4,75.1
801,196.3,Barrel,1,22057,Home garden,1,7,73.2
802,191.89,Barrel,1,26372,No home garden,0,6,66.3
803,234.87,No barrel,0,32699,Home garden,1,5,61
804,235.05,No barrel,0,27322,No home garden,0,5,68.7
805,175.14,Barrel,1,25433,No home garden,0,5,74.5
806,226.19,Barrel,1,23745,Home garden,1,7,75.4
807,197.31,No barrel,0,15209,No home garden,0,5,65.7
808,235.31,No barrel,0,20153,No home garden,0,6,68
809,246.4,No barrel,0,30153,Home garden,1,9,69.1
810,155.82,No barrel,0,4565,No home garden,0,8,70.2
811,217.2,No barrel,0,19301,No home garden,0,5,63
812,188.68,No barrel,0,9641,No home garden,0,6,69.4
813,181.37,Barrel,1,19682,No home garden,0,5,65.9
814,187.14,Barrel,1,22598,No home garden,0,6,69.6
815,161.35,No barrel,0,11515,No home garden,0,7,59.3
816,197.48,Barrel,1,22563,No home garden,0,6,74.3
817,213.81,Barrel,1,13822,No home garden,0,6,78.2
818,171.01,Barrel,1,15346,No home garden,0,7,66.8
819,237.19,No barrel,0,36793,Home garden,1,5,63.6
820,198.76,No barrel,0,13357,No home garden,0,6,64.9
821,186.66,No barrel,0,9571,No home garden,0,4,61.7
822,226.83,No barrel,0,21392,No home garden,0,5,70.2
823,191.18,No barrel,0,12552,No home garden,0,3,63.8
824,253.1,Barrel,1,36397,Home garden,1,6,75.2
825,264.02,No barrel,0,26390,No home garden,0,3,72.6
826,207.36,Barrel,1,21210,No home garden,0,4,71.4
827,232.32,No barrel,0,16352,No home garden,0,2,76
828,202.49,No barrel,0,578,No home garden,0,9,71.2
829,159.97,No barrel,0,8083,No home garden,0,5,59.1
830,229.66,No barrel,0,18242,No home garden,0,7,68.1
831,227.82,No barrel,0,6713,No home garden,0,3,73.6
832,182.12,Barrel,1,24485,No home garden,0,3,70.8
833,178.44,Barrel,1,22983,Home garden,1,9,67.2
834,198.73,Barrel,1,25895,No home garden,0,4,63.1
835,202.28,Barrel,1,22591,Home garden,1,7,75.8
836,228.88,Barrel,1,24583,Home garden,1,7,77.5
837,179.95,Barrel,1,18250,Home garden,1,10,65.2
838,240.39,No barrel,0,16241,No home garden,0,2,70.6
839,218.34,No barrel,0,21985,No home garden,0,5,66.5
840,274.54,Barrel,1,34779,No home garden,0,1,74.9
841,278.52,No barrel,0,37833,No home garden,0,3,70.9
842,198.01,No barrel,0,22754,No home garden,0,6,61
843,182.75,Barrel,1,28967,Home garden,1,9,65.7
844,230.82,No barrel,0,15540,No home garden,0,3,70
845,216.36,No barrel,0,9884,No home garden,0,8,65.7
846,178.02,Barrel,1,18997,No home garden,0,2,66.2
847,175.34,No barrel,0,26702,No home garden,0,6,60.9
848,192.7,Barrel,1,26614,No home garden,0,5,66.4
849,195.82,No barrel,0,20895,No home garden,0,4,63.5
850,180.6,Barrel,1,11650,No home garden,0,4,68.7
851,167.16,Barrel,1,16578,Home garden,1,9,69.7
852,236.27,Barrel,1,29836,No home garden,0,1,68.8
853,158.06,Barrel,1,16290,No home garden,0,7,71.1
854,202.32,No barrel,0,25703,Home garden,1,7,60
855,214.61,Barrel,1,33427,No home garden,0,4,75.8
856,228.15,No barrel,0,15338,No home garden,0,2,66
857,186.64,Barrel,1,11451,No home garden,0,5,78.9
858,253.13,No barrel,0,18632,No home garden,0,3,69.7
859,262.47,No barrel,0,19158,No home garden,0,6,74.7
860,178.24,Barrel,1,20616,No home garden,0,6,64
861,244.13,No barrel,0,27697,No home garden,0,3,68.4
862,179.11,Barrel,1,22418,No home garden,0,5,76.1
863,242.59,No barrel,0,33517,No home garden,0,3,69.7
864,176.5,No barrel,0,17735,No home garden,0,6,61.9
865,203.7,Barrel,1,29616,Home garden,1,7,76.5
866,169.36,Barrel,1,12691,No home garden,0,3,62.6
867,234.24,No barrel,0,23914,No home garden,0,2,65
868,267.79,No barrel,0,25087,No home garden,0,4,77.2
869,215.44,Barrel,1,19894,Home garden,1,8,76.7
870,180.26,No barrel,0,14487,No home garden,0,6,68.7
871,158.12,Barrel,1,7999,No home garden,0,3,73.3
872,203.57,Barrel,1,18378,No home garden,0,5,72.3
873,204.05,Barrel,1,16859,No home garden,0,4,74.1
874,198.39,Barrel,1,31389,Home garden,1,8,75.4
875,229.53,No barrel,0,12188,No home garden,0,3,66.4
876,227.46,Barrel,1,39268,Home garden,1,8,72
877,191.33,No barrel,0,21270,No home garden,0,5,67.5
878,206.46,Barrel,1,22792,Home garden,1,7,73.2
879,215.28,No barrel,0,11058,No home garden,0,5,73.2
880,235.93,No barrel,0,12646,No home garden,0,2,71.6
881,186.33,Barrel,1,22826,No home garden,0,5,71.4
882,201.8,No barrel,0,26503,No home garden,0,5,58
883,172.83,Barrel,1,19463,Home garden,1,10,76.8
884,216.56,No barrel,0,8725,No home garden,0,5,70.6
885,243.61,Barrel,1,35880,Home garden,1,9,75
886,202.01,Barrel,1,21336,No home garden,0,5,65.2
887,211.99,No barrel,0,10678,No home garden,0,5,74.6
888,183.08,No barrel,0,2978,No home garden,0,4,68.4
889,274.78,No barrel,0,28048,No home garden,0,2,67.8
890,202.7,No barrel,0,12284,No home garden,0,6,71.8
891,179.75,Barrel,1,13454,No home garden,0,6,67.2
892,237.03,Barrel,1,22660,No home garden,0,2,73.9
893,211.27,No barrel,0,6166,No home garden,0,4,65.3
894,216.33,Barrel,1,32681,Home garden,1,7,73.1
895,140.34,No barrel,0,4366,No home garden,0,5,61.3
896,256.11,No barrel,0,27298,No home garden,0,4,70.4
897,232.97,No barrel,0,27593,No home garden,0,4,68
898,208,No barrel,0,23223,Home garden,1,8,65.2
899,249.9,Barrel,1,32353,No home garden,0,1,69.3
900,219.81,Barrel,1,26797,Home garden,1,7,70.2
901,226.51,No barrel,0,20615,No home garden,0,3,76.8
902,257.36,No barrel,0,18907,No home garden,0,5,73.4
903,255.09,No barrel,0,27026,No home garden,0,5,74.6
904,190.27,Barrel,1,16232,No home garden,0,6,75.8
905,223.52,Barrel,1,21465,No home garden,0,2,76.5
906,225.74,No barrel,0,25381,Home garden,1,8,66.4
907,173.27,Barrel,1,14382,No home garden,0,6,78.3
908,198.85,No barrel,0,12150,No home garden,0,4,66.5
909,283.31,No barrel,0,34972,No home garden,0,5,77.8
910,244.38,No barrel,0,17830,No home garden,0,5,72.7
911,219.56,Barrel,1,27642,No home garden,0,3,75.8
912,255.73,No barrel,0,25252,No home garden,0,2,71.6
913,233.37,No barrel,0,30511,No home garden,0,5,66
914,226.51,Barrel,1,29480,No home garden,0,4,73.4
915,256.29,No barrel,0,37873,Home garden,1,6,67.9
916,199.81,No barrel,0,6850,No home garden,0,3,69.3
917,226.27,No barrel,0,20854,No home garden,0,4,74
918,155.86,Barrel,1,18330,No home garden,0,7,63.3
919,203.35,Barrel,1,33635,Home garden,1,6,62.8
920,254.24,No barrel,0,16453,No home garden,0,5,75.1
921,244.01,No barrel,0,27924,Home garden,1,8,70.4
922,197.02,Barrel,1,21082,No home garden,0,6,76.3
923,226.9,No barrel,0,13827,No home garden,0,7,67.1
924,176.95,No barrel,0,4359,No home garden,0,5,64.4
925,248.81,No barrel,0,20532,No home garden,0,6,73
926,233.23,No barrel,0,22026,No home garden,0,7,69.8
927,293.01,No barrel,0,29683,No home garden,0,5,72.4
928,180.83,No barrel,0,27614,Home garden,1,8,58
929,202.37,No barrel,0,12226,No home garden,0,6,70.4
930,215.63,No barrel,0,19558,No home garden,0,7,68.5
931,241.12,No barrel,0,27282,Home garden,1,7,67.4
932,167.94,Barrel,1,15538,No home garden,0,6,67
933,226.36,No barrel,0,7607,No home garden,0,5,67
934,216.05,No barrel,0,21544,No home garden,0,5,65.5
935,192.35,No barrel,0,21946,No home garden,0,5,55.6
936,232.39,Barrel,1,24876,No home garden,0,5,73.8
937,152.65,No barrel,0,4683,No home garden,0,8,62.5
938,224.49,No barrel,0,22359,No home garden,0,2,62.6
939,164.25,No barrel,0,12169,No home garden,0,7,66.9
940,235,No barrel,0,15785,No home garden,0,5,69.5
941,165.67,Barrel,1,10643,No home garden,0,5,68.9
942,248.19,No barrel,0,20226,No home garden,0,4,68.1
943,220.91,Barrel,1,27944,No home garden,0,4,72.2
944,157,Barrel,1,8908,No home garden,0,6,66.7
945,215.66,Barrel,1,27379,Home garden,1,7,70.8
946,214.02,No barrel,0,12906,No home garden,0,3,75.9
947,167.28,Barrel,1,16896,Home garden,1,9,71.2
948,252.15,No barrel,0,27276,No home garden,0,5,70.9
949,255.53,No barrel,0,31045,Home garden,1,6,70.2
950,214.92,No barrel,0,10496,No home garden,0,2,70.5
951,200.35,Barrel,1,22790,No home garden,0,2,72.6
952,197.45,Barrel,1,25327,No home garden,0,1,65.9
953,230.15,No barrel,0,25363,No home garden,0,4,60.8
954,193.38,Barrel,1,32961,Home garden,1,6,63.1
955,193.15,Barrel,1,22705,No home garden,0,2,67.1
956,201.29,Barrel,1,18017,No home garden,0,8,74
957,211.24,Barrel,1,22284,No home garden,0,4,62.9
958,192.12,Barrel,1,21857,Home garden,1,8,72
959,229.78,No barrel,0,26491,No home garden,0,5,65.5
960,199.56,No barrel,0,23302,Home garden,1,7,59.5
961,214.02,No barrel,0,13099,No home garden,0,4,69.4
962,196.07,No barrel,0,14754,No home garden,0,6,68.4
963,190.26,Barrel,1,10967,No home garden,0,5,72.3
964,180.27,Barrel,1,17775,No home garden,0,4,69.7
965,195.54,Barrel,1,24110,Home garden,1,8,72.3
966,172.3,No barrel,0,3360,No home garden,0,4,56
967,132.72,Barrel,1,10354,No home garden,0,8,69
968,197.97,No barrel,0,19659,No home garden,0,4,62.5
969,228.95,No barrel,0,22487,No home garden,0,6,65.2
