id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
484,170.21,Barrel,1,24893,No home garden,0,6,65.6
485,267.53,No barrel,0,19375,No home garden,0,2,70.9
486,256.15,Barrel,1,28103,No home garden,0,4,82.1
487,212.33,No barrel,0,15588,Home garden,1,8,72.2
488,202.83,Barrel,1,25928,No home garden,0,5,68.7
489,250.38,No barrel,0,31002,No home garden,0,4,60.9
490,179.96,Barrel,1,8360,No home garden,0,5,71
491,182.15,Barrel,1,20315,No home garden,0,7,66.5
492,189.84,Barrel,1,21202,Home garden,1,10,74.5
493,179.33,Barrel,1,17548,No home garden,0,6,71.3
