id,entrance_exam,tutoring,tutoring_text,exit_exam
713,44.2,TRUE,Tutor,58.1
714,80,FALSE,No tutor,57.6
715,85.6,FALSE,No tutor,64
716,91.3,FALSE,No tutor,73.9
717,78.1,FALSE,No tutor,69.1
718,81.4,FALSE,No tutor,66.5
719,75,FALSE,No tutor,64.1
720,86.4,FALSE,No tutor,57.6
721,65.3,TRUE,Tutor,80.4
722,63.3,TRUE,Tutor,73.5
723,53.9,TRUE,Tutor,56.8
724,74.3,FALSE,No tutor,56.6
725,86,FALSE,No tutor,72.7
726,79,FALSE,No tutor,66.1
727,95.3,FALSE,No tutor,56.9
728,75.5,FALSE,No tutor,70.3
729,84.1,FALSE,No tutor,64.5
730,70.2,FALSE,No tutor,51.1
731,82,FALSE,No tutor,69.9
732,93.7,FALSE,No tutor,79.5
733,77.2,FALSE,No tutor,60.4
734,93.5,FALSE,No tutor,68.3
735,58.7,TRUE,Tutor,67.5
736,96.4,FALSE,No tutor,79.4
737,80.1,FALSE,No tutor,73.9
738,69.1,TRUE,Tutor,73.9
739,94.7,FALSE,No tutor,83.8
740,89.5,FALSE,No tutor,66.7
741,85.2,FALSE,No tutor,75
742,74.9,FALSE,No tutor,65.3
743,82.9,FALSE,No tutor,72.1
744,90.9,FALSE,No tutor,67.9
745,70.1,FALSE,No tutor,59
746,85.4,FALSE,No tutor,76.1
747,68.1,TRUE,Tutor,67
748,85.2,FALSE,No tutor,72.5
749,90.2,FALSE,No tutor,64.8
750,79.3,FALSE,No tutor,59.7
751,64.8,TRUE,Tutor,67.7
752,73.4,FALSE,No tutor,67.4
753,78.7,FALSE,No tutor,67.8
754,96.9,FALSE,No tutor,80.5
755,78.4,FALSE,No tutor,57.1
756,89.3,FALSE,No tutor,69.3
757,81,FALSE,No tutor,62.8
758,73.1,FALSE,No tutor,63.1
759,94.7,FALSE,No tutor,70.6
760,63.2,TRUE,Tutor,64.5
761,73.4,FALSE,No tutor,50.1
762,56.4,TRUE,Tutor,61.2
763,85.6,FALSE,No tutor,76.9
764,85,FALSE,No tutor,75.6
765,90.6,FALSE,No tutor,77.1
766,83.3,FALSE,No tutor,67.4
767,57.5,TRUE,Tutor,64.6
768,57.9,TRUE,Tutor,53.6
769,96.4,FALSE,No tutor,83.7
770,60.6,TRUE,Tutor,72.5
771,55,TRUE,Tutor,73.4
772,65.6,TRUE,Tutor,63.6
773,89.2,FALSE,No tutor,72.9
774,54.2,TRUE,Tutor,67.9
775,62.9,TRUE,Tutor,73.4
776,64.5,TRUE,Tutor,64.9
777,83.5,FALSE,No tutor,62.1
778,60,TRUE,Tutor,73.6
779,75.9,FALSE,No tutor,54.2
780,78.9,FALSE,No tutor,60.6
781,41.8,TRUE,Tutor,54
782,62.3,TRUE,Tutor,64
783,84.1,FALSE,No tutor,63.5
784,94.5,FALSE,No tutor,63.9
785,66.2,TRUE,Tutor,72
786,84.4,FALSE,No tutor,66.8
787,58.6,TRUE,Tutor,71.8
788,68.9,TRUE,Tutor,67.1
789,77.4,FALSE,No tutor,73.1
790,79.2,FALSE,No tutor,62.9
791,83.3,FALSE,No tutor,58.3
792,74.3,FALSE,No tutor,75.2
793,91.6,FALSE,No tutor,75.1
794,64.3,TRUE,Tutor,72.7
795,83.7,FALSE,No tutor,76.2
796,88,FALSE,No tutor,65.3
797,82.8,FALSE,No tutor,71.6
798,96.1,FALSE,No tutor,60
799,83.1,FALSE,No tutor,57.2
800,75.9,FALSE,No tutor,56.2
801,85.6,FALSE,No tutor,64.9
802,83.9,FALSE,No tutor,63.9
803,70.7,FALSE,No tutor,55.1
804,73.8,FALSE,No tutor,59.5
805,87.2,FALSE,No tutor,75.9
806,66.7,TRUE,Tutor,69.9
807,74.6,FALSE,No tutor,55.7
808,64,TRUE,Tutor,75.6
809,93.3,FALSE,No tutor,70.9
810,80.8,FALSE,No tutor,65.1
811,85.5,FALSE,No tutor,71.5
812,90.9,FALSE,No tutor,60.4
813,61.9,TRUE,Tutor,69.4
814,68.9,TRUE,Tutor,71.2
815,92.6,FALSE,No tutor,64
816,93.8,FALSE,No tutor,77.8
817,95.9,FALSE,No tutor,74.7
818,76,FALSE,No tutor,63.5
819,91.9,FALSE,No tutor,63.4
820,83.5,FALSE,No tutor,53.2
821,83.1,FALSE,No tutor,51.7
822,71.9,FALSE,No tutor,62.7
823,91.7,FALSE,No tutor,62.9
824,79.3,FALSE,No tutor,70.8
825,88,FALSE,No tutor,73
826,74,FALSE,No tutor,69.6
827,89.1,FALSE,No tutor,64.7
828,77.3,FALSE,No tutor,57.5
829,65.9,TRUE,Tutor,66.2
830,90.5,FALSE,No tutor,75.7
831,81.1,FALSE,No tutor,63.2
832,71.5,FALSE,No tutor,68.9
833,79.2,FALSE,No tutor,75.5
834,97,FALSE,No tutor,77.2
835,62.3,TRUE,Tutor,69.2
836,77.5,FALSE,No tutor,70.4
837,79.4,FALSE,No tutor,76.6
838,69.9,TRUE,Tutor,73.1
839,81.2,FALSE,No tutor,61.2
840,90.5,FALSE,No tutor,63.6
841,87,FALSE,No tutor,54.5
842,76.8,FALSE,No tutor,63.1
843,74.5,FALSE,No tutor,58.5
844,90.4,FALSE,No tutor,71.4
845,84.3,FALSE,No tutor,78.8
846,88.9,FALSE,No tutor,49.1
847,92.7,FALSE,No tutor,66.1
848,87.2,FALSE,No tutor,58.9
849,75.2,FALSE,No tutor,53.6
850,72.7,FALSE,No tutor,54.1
851,66.2,TRUE,Tutor,60.1
852,73.9,FALSE,No tutor,52.8
853,75.1,FALSE,No tutor,67.5
854,57.2,TRUE,Tutor,65.6
855,80.4,FALSE,No tutor,64.3
856,73.2,FALSE,No tutor,67.7
857,89.6,FALSE,No tutor,78.6
858,96.3,FALSE,No tutor,72
859,81.2,FALSE,No tutor,71.3
860,67.1,TRUE,Tutor,67.8
861,68.6,TRUE,Tutor,68
862,62.2,TRUE,Tutor,66.5
863,84.4,FALSE,No tutor,61.2
864,92.4,FALSE,No tutor,77.5
865,72.3,FALSE,No tutor,60.4
866,94.8,FALSE,No tutor,65.7
867,65.2,TRUE,Tutor,68.9
868,63.6,TRUE,Tutor,72
869,57.6,TRUE,Tutor,65.5
870,81.3,FALSE,No tutor,52
871,87.2,FALSE,No tutor,51.6
872,69.4,TRUE,Tutor,56.5
873,39.4,TRUE,Tutor,64.9
874,92.4,FALSE,No tutor,82.5
875,84.3,FALSE,No tutor,66.6
876,75.2,FALSE,No tutor,64
877,76.7,FALSE,No tutor,73
878,84.4,FALSE,No tutor,52.5
879,98.3,FALSE,No tutor,72
880,82.1,FALSE,No tutor,64.7
881,92.2,FALSE,No tutor,72
882,77.2,FALSE,No tutor,67.3
883,89,FALSE,No tutor,78.7
884,79.7,FALSE,No tutor,66.4
885,88,FALSE,No tutor,76.3
886,83.9,FALSE,No tutor,65.4
887,83.5,FALSE,No tutor,60.8
888,46.6,TRUE,Tutor,60.5
889,63.2,TRUE,Tutor,53.6
890,81.4,FALSE,No tutor,51
891,92.6,FALSE,No tutor,60.5
892,54.7,TRUE,Tutor,72.3
893,94.1,FALSE,No tutor,71.4
894,92.2,FALSE,No tutor,69.8
895,88.3,FALSE,No tutor,63.5
896,90.3,FALSE,No tutor,79.7
897,89.7,FALSE,No tutor,71.9
898,47.8,TRUE,Tutor,56.1
899,79.5,FALSE,No tutor,63.3
900,87.7,FALSE,No tutor,57.2
901,64.3,TRUE,Tutor,58.1
902,74.3,FALSE,No tutor,53.1
903,92.5,FALSE,No tutor,58.7
904,85.9,FALSE,No tutor,67.8
905,67.5,TRUE,Tutor,67.1
906,60.2,TRUE,Tutor,72
907,78,FALSE,No tutor,59.7
908,95.9,FALSE,No tutor,71.4
909,87.8,FALSE,No tutor,58.7
910,81.2,FALSE,No tutor,54.8
911,68.4,TRUE,Tutor,77.9
912,76.8,FALSE,No tutor,60.7
913,76.8,FALSE,No tutor,66.9
914,70.6,FALSE,No tutor,61.6
915,82.1,FALSE,No tutor,67.3
916,84.2,FALSE,No tutor,74.8
917,76.1,FALSE,No tutor,55
918,88.7,FALSE,No tutor,65.4
919,82.2,FALSE,No tutor,77.2
920,85.5,FALSE,No tutor,70.5
921,89.4,FALSE,No tutor,71.3
922,57.7,TRUE,Tutor,68.7
923,93,FALSE,No tutor,72.9
924,84.7,FALSE,No tutor,58.5
925,72.1,FALSE,No tutor,56.2
926,79.5,FALSE,No tutor,70.4
927,73.3,FALSE,No tutor,63.3
928,93.3,FALSE,No tutor,72.4
929,84.2,FALSE,No tutor,69.9
930,95.8,FALSE,No tutor,73.9
931,89,FALSE,No tutor,71.7
932,51.9,TRUE,Tutor,58.6
933,73.2,FALSE,No tutor,57.1
934,76.3,FALSE,No tutor,67.4
935,90,FALSE,No tutor,68.1
936,85.8,FALSE,No tutor,65.6
937,90.7,FALSE,No tutor,67.1
938,76.9,FALSE,No tutor,62
939,62.1,TRUE,Tutor,61.6
940,72.3,FALSE,No tutor,66.3
941,86.5,FALSE,No tutor,67.8
942,67,TRUE,Tutor,74.9
943,70.6,FALSE,No tutor,65.7
944,60.1,TRUE,Tutor,77.7
945,84.3,FALSE,No tutor,56.1
946,92.2,FALSE,No tutor,75.1
947,79.2,FALSE,No tutor,59.6
948,72.3,FALSE,No tutor,63.2
949,78.9,FALSE,No tutor,46.8
950,69.8,TRUE,Tutor,68
951,79.1,FALSE,No tutor,63.2
952,81.4,FALSE,No tutor,64.7
953,79.8,FALSE,No tutor,62.1
954,78.1,FALSE,No tutor,65.9
955,75.8,FALSE,No tutor,62.1
956,85.9,FALSE,No tutor,62
957,76.4,FALSE,No tutor,59.2
958,87.5,FALSE,No tutor,79.2
959,91.5,FALSE,No tutor,76.1
960,61.1,TRUE,Tutor,57.5
961,64.7,TRUE,Tutor,68.3
962,85.9,FALSE,No tutor,67.4
963,48.2,TRUE,Tutor,54.8
964,80.8,FALSE,No tutor,71.8
965,82.2,FALSE,No tutor,66.6
966,90.2,FALSE,No tutor,75.1
967,78.2,FALSE,No tutor,58.4
968,80,FALSE,No tutor,62.3
969,76.6,FALSE,No tutor,72.7
970,69.4,TRUE,Tutor,72.1
971,58.5,TRUE,Tutor,68.6
972,71.8,FALSE,No tutor,65.7
973,56.2,TRUE,Tutor,63.1
974,54.2,TRUE,Tutor,73.3
975,83.3,FALSE,No tutor,62.7
976,66.7,TRUE,Tutor,80
977,91.7,FALSE,No tutor,77.3
978,90.2,FALSE,No tutor,67.1
979,72.8,FALSE,No tutor,65
980,84.3,FALSE,No tutor,67.3
981,95.9,FALSE,No tutor,61.9
982,58.5,TRUE,Tutor,52.7
983,89,FALSE,No tutor,56.5
984,70.6,FALSE,No tutor,64
985,70.1,FALSE,No tutor,50.2
986,40.7,TRUE,Tutor,55
987,74.3,FALSE,No tutor,59.4
988,64.5,TRUE,Tutor,61.5
989,83.9,FALSE,No tutor,63.8
990,95.5,FALSE,No tutor,69.6
991,75.3,FALSE,No tutor,66
992,93.9,FALSE,No tutor,71.1
993,78.8,FALSE,No tutor,71.8
994,76.1,FALSE,No tutor,58.9
995,83.1,FALSE,No tutor,63.1
996,43.7,TRUE,Tutor,65.3
997,39.2,TRUE,Tutor,53.6
998,90.3,FALSE,No tutor,76.7
999,62.2,TRUE,Tutor,69.3
1000,83.5,FALSE,No tutor,61.1
